# PetList/Heartmate

#author("2017-04-07T17:39:59+00:00","","")
#include(Pet/PetMenu,notitle)
*ペット一覧表 （ハートメイト） [#h19b7b98]
#contents

&color(#0000ff){仕様変更があったため、育てた時期によっては1～2の差が出ることがあるので参考として下さい。&br;上限に達したかは転生の際のパラメーター上昇で判断するといいでしょう。};
パラメーターは、レイアウトの関係で英語表記としています。
パラメーターの表示順序はゲーム内の説明と同じです。
初期パラメーターのうち、&color(#a0a0a0){''灰色で表示''};されたものはかつて隠しステータスであり、数値が確定出来ませんでした。確定したもののみ黒で表示に戻してください。

**ハートメイト [#Haertmate]
-2011年の通年イベントキャラクター
-フシギなタマゴの力でココロが具現化したペット

***エミルの狩人ハート [#EmilHeart]
|CENTER:128|CENTER:100|CENTER:100|CENTER:60|CENTER:370|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/HeartmateSyugoma/MarciaHeartKunoiti.jpg,nolink,128x267);|なし|HP:300&br;ATK:38&br;M.ATK:46&br;DEF:30&br;M.DEF:35&br;S.HIT:30&br;L.HIT:20&br;M.HIT:35&br;S.AVOID:25&br;L.AVOID:20&br;M.RST:25&br;CRITICAL:15&br;&br;&color(#000000){A.SPD:150};&br;&color(#000001){C.SPD:200};&br;&color(#000000){C.AVOID:5};&br;&color(#000003){RCV:120};&br;&color(#000000){M.RCV:1};&br;&color(#000000){S.RCV:0};|&color(#000000){+1000};&br;&color(#000001){+135};&br;&color(#000002){+135};&br;&color(#000003){+100};&br;&color(#000004){+130};&br;&color(#000005){+120};&br;&color(#000006){+48};&br;&color(#000007){+250};&br;&color(#000008){+50};&br;&color(#000009){+50};&br;&color(#000010){+65};&br;&color(#000011){+63};&br;&br;&color(#000000){+200};&br;&color(#000001){+200};&br;&color(#000000){+16};&br;&color(#000009){+120};&br;&color(#000004){+12};&br;&color(#000005){+100};|【説明】&br;ハートメイトの一種&br;マーシャの心の力が具現化したもの&br;[[台詞>PetSpeech/MarciaHeart]]&br;&br;【ユニオン時】&br;系統：ハートメイト系　攻撃タイプ：斬り&br;MP90&br;SP90&br;DEF(%)10&br;MDEF(%)20&br;&br;【使用スキル】&br;パリィ&br;スキャターポイズン&br;アサルト&br;デッドリーアタック&br;くらえ！必殺！&br;アヴォイドバースト&br;スタミナテイク&br;&br;【入手法】&br;ECOくじ 「くのいち絵巻」|

***タイタスのなごやかハート [#TaitasuHeart]
|CENTER:128|CENTER:100|RIGHT:100|RIGHT:60|LEFT:370|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/HeartmateSyugoma/TaitasuHeartNagoyaka.jpg,nolink,128x276);|なし|HP:300&br;ATK:38&br;M.ATK:46&br;DEF:30&br;M.DEF:35&br;S.HIT:30&br;L.HIT:20&br;M.HIT:35&br;S.AVOID:25&br;L.AVOID:20&br;M.RST:25&br;CRITICAL:15&br;&br;A.SPD:150;&br;C.SPD:200;&br;C.AVOID:5;&br;RCV:120;&br;M.RCV:1;&br;S.RCV:0;|&color(#000000){+1000};&br;&color(#000001){+135};&br;&color(#000002){+135};&br;&color(#000003){+100};&br;&color(#000004){+130};&br;&color(#000005){+120};&br;&color(#000006){+48};&br;&color(#000007){+250};&br;&color(#000008){+50};&br;&color(#000009){+50};&br;&color(#000010){+65};&br;&color(#000011){+63};&br;&br;&color(#000012){+200};&br;&color(#000013){+200};&br;&color(#000014){+16};&br;&color(#000017){+120};&br;&color(#000018){+12};&br;&color(#000019){+100};|【説明】&br;ハートメイトの一種&br;タイタスの心の力が具現化したもの&br;[[台詞>PetSpeech/TaitasuHeart]]&br;&br;【ユニオン時】&br;系統：ハートメイト系　攻撃タイプ：？？&br;MP140&br;SP140&br;DEF(%)10&br;MDEF(%)20&br;&br;【使用スキル】&br;コンセントレート&br;アタック・バースト&br;マジックシールド&br;ヒーリング&br;スタンブロウ&br;ホーリーライト&br;&br;【入手法】&br;ECOくじ 「花咲く！アクロニア便り」|

***ティタの冒険ハート [#ThitaHeart]
|CENTER:128|CENTER:100|RIGHT:100|RIGHT:60|LEFT:370|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/HeartmateSyugoma/ThitaHeartBouken.jpg,nolink,128x273);|なし|HP:300&br;ATK:38&br;M.ATK:46&br;DEF:30&br;M.DEF:35&br;S.HIT:30&br;L.HIT:20&br;M.HIT:35&br;S.AVOID:25&br;L.AVOID:20&br;M.RST:25&br;CRITICAL:15&br;&br;&color(#000000){A.SPD:150};&br;&color(#000000){C.SPD:200};&br;&color(#a0a0a2){C.AVOID:-};&br;&color(#a0a0a3){RCV:120};&br;&color(#a0a0a4){M.RCV:-};&br;&color(#a0a0a5){S.RCV:-};|&color(#000000){+1000};&br;&color(#000000){+135};&br;&color(#000000){+135};&br;&color(#000000){+100};&br;&color(#000000){+130};&br;&color(#000000){+120};&br;&color(#000000){+48};&br;&color(#000000){+250};&br;&color(#000000){+50};&br;&color(#000000){+50};&br;&color(#000000){+65};&br;&color(#000000){+63};&br;&br;&color(#000000){+200};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#000000){+120};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|【説明】&br;ハートメイトの一種&br;ティタの心の力が具現化したもの。&br;[[台詞>PetSpeech/ThitaHeart]]&br;&br;【ユニオン時】&br;系統：ハートメイト系　攻撃タイプ：斬り&br;MP????&br;SP????&br;DEF(%)????&br;MDEF(%)????&br;&br;【使用スキル】&br;ヒーリング&br;アタックバースト&br;ポケポケ&br;みね打ち&br;ハードスラッシュ&br;せ～の！&br;&br;【入手法】&br;ECOくじ「パイレーツアドベンチャー」|

***ベリアルの守護ハート [#BeriaruHeart]
|CENTER:128|CENTER:100|RIGHT:100|RIGHT:60|LEFT:370|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/HeartmateSyugoma/BeriaruHeartSyugo.jpg,nolink,128x268);|なし|HP:300&br;ATK:38&br;M.ATK:46&br;DEF:30&br;M.DEF:35&br;S.HIT:30&br;L.HIT:20&br;M.HIT:35&br;S.AVOID:25&br;L.AVOID:20&br;M.RST:25&br;CRITICAL:15&br;&br;A.SPD:150&br;C.SPD:200&br;C.AVOID:5&br;RCV:120&br;M.RCV:1&br;S.RCV:0|&color(#000000){+1000};&br;&color(#000001){+135};&br;&color(#000003){+135};&br;&color(#000001){+100};&br;&color(#000006){+130};&br;&color(#000001){+120};&br;&color(#000001){+48};&br;&color(#000001){+250};&br;&color(#000001){+50};&br;&color(#000001){+50};&br;&color(#000001){+65};&br;&color(#000001){+63};&br;&br;&color(#000001){+200};&br;&color(#000002){+200};&br;&color(#000003){+16};&br;&color(#000006){+120};&br;&color(#000005){+12};&br;&color(#000001){+100};|【説明】&br;ハートメイトの一種&br;ベリアルの心の力が具現化したもの。&br;[[台詞>PetSpeech/BeriaruHeart]]&br;&br;【ユニオン時】&br;系統：ハートメイト系　攻撃タイプ：斬り&br;MP90&br;SP90&br;DEF(%)10&br;MDEF(%)20&br;&br;【使用スキル】&br;ヒーリング（主人にのみ使用）&br;ディフェンス・バースト&br;アースクラッシュ&br;挑発&br;一閃&br;旋風剣&br;ハードスラッシュ&br;&br;【入手法】&br;ECOくじ「ゴシックパーティ」|

***ルクスのエスコートハート [#LUXHeart]
|CENTER:128|CENTER:100|RIGHT:100|RIGHT:60|LEFT:370|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/HeartmateSyugoma/LuxHeartEscort.jpg,nolink,128x269);|なし|HP:300&br;ATK:38&br;M.ATK:46&br;DEF:30&br;M.DEF:35&br;S.HIT:30&br;L.HIT:20&br;M.HIT:35&br;S.AVOID:25&br;L.AVOID:20&br;M.RST:25&br;CRITICAL:15&br;&br;A.SPD:150&br;C.SPD:200&br;C.AVOID:5&br;RCV:120&br;M.RCV:1&br;S.RCV:0|&color(#000000){+1000};&br;&color(#000001){+135};&br;&color(#000002){+135};&br;&color(#000003){+100};&br;&color(#000004){+130};&br;&color(#000005){+120};&br;&color(#000006){+48};&br;&color(#000007){+250};&br;&color(#000008){+50};&br;&color(#000009){+50};&br;&color(#000010){+65};&br;&color(#000011){+63};&br;&br;&color(#000012){+200};&br;&color(#000013){+200};&br;&color(#000014){+16};&br;&color(#000015){+120};&br;&color(#000016){+12};&br;&color(#000017){+100};|【説明】&br;ハートメイトの一種&br;ルクスの心の力が具現化したもの。&br;[[台詞>PetSpeech/luxHeart]]&br;&br;【ユニオン時】&br;系統：ハートメイト系　攻撃タイプ：？？&br;MP????&br;SP????&br;DEF(%)????&br;MDEF(%)????&br;&br;【使用スキル】&br;デッドリーアタック&br;ファランクス&br;兜割り&br;ハードスラッシュ&br;最適化&br;デフラグ（自分にのみ使用）&br;エナジーバリア&br;&br;&br;【入手法】&br;ECOくじ「ドリーミーナイト」|

***リリのワルキューレハート [#LiliHeartValkyrie]
|CENTER:128|CENTER:100|RIGHT:100|RIGHT:60|LEFT:370|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/HeartmateSyugoma/LiliHeartValkyrie.jpg,nolink,128x264);|なし|HP:300&br;ATK:38&br;M.ATK:46&br;DEF:30&br;M.DEF:35&br;S.HIT:30&br;L.HIT:20&br;M.HIT:35&br;S.AVOID:25&br;L.AVOID:20&br;M.RST:25&br;CRITICAL:15&br;&br;&color(#a0a0a0){A.SPD:-};&br;&color(#a0a0a1){C.SPD:200};&br;&color(#a0a0a2){C.AVOID:-};&br;&color(#a0a0a3){RCV:120};&br;&color(#a0a0a4){M.RCV:-};&br;&color(#a0a0a5){S.RCV:-};|&color(#000000){+1000};&br;&color(#000004){+165};&br;&color(#000000){+145};&br;&color(#000005){+110};&br;&color(#000006){+130};&br;&color(#000007){+120};&br;&color(#000008){+48};&br;&color(#000000){+250};&br;&color(#000009){+50};&br;&color(#000010){+50};&br;&color(#000011){+65};&br;&color(#000012){+63};&br;&br;&color(#a0a0a8){+0};&br;&color(#000000){+200};&br;&color(#a0a0a0){+0};&br;&color(#000003){+150};&br;&color(#a0a0a2){+0};&br;&color(#a0a0a3){+0};|【説明】&br;ハートメイトの一種&br;リリの心の力が具現化したもの。&br;[[台詞>PetSpeech/LiliHeartValkyrie]]&br;&br;【ユニオン時】&br;系統：ハートメイト系　攻撃タイプ：突き&br;MP90&br;SP90&br;DEF(%)10&br;MDEF(%)20&br;&br;【使用スキル】&br;連続突き&br;ダークワールウィンド&br;一騎当千&br;最適化&br;デフラグ(自分にのみ使用)&br;ヒーリング（主人にのみ使用）&br;エナジーバリア&br;&br;&br;【入手法】&br;ECOくじ「古の北欧神話」|

***ルルイエの魔女っ子ハート [#RlyehHeartMajyo]
|CENTER:128|CENTER:100|RIGHT:100|RIGHT:60|LEFT:370|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/HeartmateSyugoma/RuruieHeartMajokko.jpg,nolink,128x193);|なし|HP:300&br;ATK:38&br;M.ATK:50&br;DEF:25&br;M.DEF:45&br;S.HIT:30&br;L.HIT:20&br;M.HIT:45&br;S.AVOID:25&br;L.AVOID:20&br;M.RST:25&br;CRITICAL:15&br;&br;&color(#000000){A.SPD:150};&br;&color(#000000){C.SPD:200};&br;&color(#a0a0a2){C.AVOID:-};&br;&color(#a0a0a3){RCV:120};&br;&color(#a0a0a4){M.RCV:-};&br;&color(#a0a0a5){S.RCV:-};|&color(#000000){+1000};&br;&color(#000000){+135};&br;&color(#a0a0a4){+129};&br;&color(#000004){+90};&br;&color(#000005){+150};&br;&color(#000000){+120};&br;&color(#000000){+48};&br;&color(#a0a0a4){+250};&br;&color(#000009){+50};&br;&color(#000000){+50};&br;&color(#000000){+65};&br;&color(#000000){+63};&br;&br;&color(#000000){+200};&br;&color(#a0a0a1){+0};&br;&color(#a0a0a2){+0};&br;&color(#a0a0a4){+0};&br;&color(#a0a0a4){+0};&br;&color(#a0a0a5){+0};|【説明】&br;ハートメイトの一種&br;ルルイエの心の力が具現化したもの&br;[[台詞>PetSpeech/RlyehHeartMajyo]]&br;&br;【ユニオン時】&br;系統：ハートメイト系　攻撃タイプ：？？&br;MP90&br;SP90&br;DEF(%)25&br;MDEF(%)10&br;&br;【使用スキル】&br;ファイアボール&br;チェインライトニング&br;アースオーラ&br;フロスティゲイル&br;エンチャントウェポン&br;ヒーリング&br;&br;&br;【入手法】&br;ECOくじ 「デビルズハロウィン」|

***ティタのお姫さまハート [#ThitaHeart2]
|CENTER:128|CENTER:100|RIGHT:100|RIGHT:60|LEFT:370|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/HeartmateSyugoma/ThitaHeartHime.jpg,nolink,128x224);|なし|HP:300&br;ATK:38&br;M.ATK:44&br;DEF:30&br;M.DEF:30&br;S.HIT:30&br;L.HIT:20&br;M.HIT:35&br;S.AVOID:20&br;L.AVOID:25&br;M.RST:20&br;CRITICAL:15&br;&br;&color(#a0a0a0){A.SPD:-};&br;&color(#a0a0a1){C.SPD:-};&br;&color(#a0a0a2){C.AVOID:-};&br;&color(#a0a0a3){RCV:120};&br;&color(#a0a0a4){M.RCV:-};&br;&color(#a0a0a5){S.RCV:-};|&color(#000000){+1000};&br;&color(#000000){+135};&br;&color(#000000){+135};&br;&color(#000000){+100};&br;&color(#000000){+130};&br;&color(#000000){+120};&br;&color(#000000){+48};&br;&color(#000000){+250};&br;&color(#000000){+50};&br;&color(#000000){+50};&br;&color(#000000){+65};&br;&color(#000000){+63};&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a1){+0};&br;&color(#a0a0a2){+0};&br;&color(#000000){+120};&br;&color(#a0a0a4){+0};&br;&color(#a0a0a5){+0};|【説明】&br;ハートメイトの一種&br;ティタの心の力が具現化したもの&br;[[台詞>PetSpeech/ThitaHeart2]]&br;&br;【ユニオン時】&br;系統：ハートメイト系　攻撃タイプ：叩き&br;MP????&br;SP????&br;DEF(%)????&br;MDEF(%)????&br;&br;【使用スキル】&br;ヒーリング&br;エリアヒール&br;応援&br;ディフェンスバースト&br;クリティカルアシスト&br;ラウドソング&br;デッドマーチ&br;&br;【入手法】&br;ECOくじ 「お城の童話」|

***マーシャのマーチングハート[#MarciaHeart2]
|CENTER:128|CENTER:100|RIGHT:100|RIGHT:60|LEFT:370|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Heartmate/MarciaHeart2.jpg,nolink,128x217);|なし|HP:300&br;ATK:40&br;M.ATK:45&br;DEF:30&br;M.DEF:35&br;S.HIT:30&br;L.HIT:20&br;M.HIT:35&br;S.AVOID:25&br;L.AVOID:20&br;M.RST:25&br;CRITICAL:15&br;&br;&color(#a0a0a0){A.SPD:-};&br;&color(#a0a0a1){C.SPD:-};&br;&color(#a0a0a2){C.AVOID:-};&br;&color(#a0a0a3){RCV:120};&br;&color(#a0a0a4){M.RCV:-};&br;&color(#a0a0a5){S.RCV:-};|&color(#000000){+1000};&br;&color(#000000){+155};&br;&color(#000000){+140};&br;&color(#000000){+100};&br;&color(#000000){+140};&br;&color(#000000){+120};&br;&color(#000000){+50};&br;&color(#000000){+250};&br;&color(#000000){+50};&br;&color(#000000){+50};&br;&color(#000000){+65};&br;&color(#000000){+63};&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a1){+0};&br;&color(#a0a0a2){+0};&br;&color(#000000){+120};&br;&color(#a0a0a4){+0};&br;&color(#a0a0a5){+0};|【説明】&br;ハートメイトの一種&br;マーシャの心の力が具現化したもの&br;[[台詞>PetSpeech/MarciaHeart2]]&br;&br;【ユニオン時】&br;系統：ハートメイト系　攻撃タイプ：？？&br;MP????&br;SP????&br;DEF(%)????&br;MDEF(%)????&br;&br;【使用スキル】&br;ヒーリング&br;エリアヒール&br;応援&br;エナジーバリア&br;ソリッドオーラ&br;ラウズボディ&br;ライフテイク&br;&br;【入手法】&br;ECOくじ「ハートメイトカーニバル」|

**守護魔ハート [#HaertmateSyugoma]
-2012年の通年イベントキャラクター
-守護魔がフシギなタマゴの力で人の姿になったもの

***ムツキのシャーマンハート（朱） [#MuthukiShamanHeart]
|CENTER:128|CENTER:100|RIGHT:100|RIGHT:60|LEFT:370|c
|画像募集中|なし|HP:240&br;ATK:42&br;M.ATK:44&br;DEF:33&br;M.DEF:30&br;S.HIT:32&br;L.HIT:20&br;M.HIT:35&br;S.AVOID:20&br;L.AVOID:10&br;M.RST:21&br;CRITICAL:15&br;&br;&color(#000003){A.SPD:200};&br;&color(#000003){C.SPD:200};&br;&color(#000000){C.AVOID:5};&br;&color(#000003){RCV:120};&br;&color(#000000){M.RCV:1};&br;&color(#000000){S.RCV:0};|&color(#000006){+1000};&br;&color(#000007){+196};&br;&color(#000008){+129};&br;&color(#000009){+111};&br;&color(#000000){+54};&br;&color(#000001){+129};&br;&color(#000002){+48};&br;&color(#000003){+39};&br;&color(#000004){+84};&br;&color(#000005){+45};&br;&color(#000006){+28};&br;&color(#000007){+63};&br;&br;&color(#000006){+130};&br;&color(#000006){+200};&br;&color(#a0a0a0){+0};&br;&color(#000001){+120};&br;&color(#a0a0a2){+0};&br;&color(#000003){+100};|【説明】&br;ハートメイトの一種&br;ムツキの心の力が具現化したもの&br;[[台詞>PetSpeech/Muthuki]]&br;&br;【ユニオン時】&br;系統：守護魔ハート系　攻撃タイプ：叩き&br;MP90&br;SP90&br;DEF(%)12&br;MDEF(%)15&br;&br;【使用スキル】&br;エリアヒール&br;ララバイ&br;リヴァイブ&br;ラウズボディ&br;&br;【入手法】&br;ECOくじ「初春の巫女」&br;&br;【備考】&br;「[[ ムツキ用シャーマンハート（青）>http://www.econline.jp/md/kuji/log_earlyspring.html#link03]]」で色が変わる。|

***キサラギの盗賊ハート [#KisaragiTouzokuHeart]
|CENTER:128|CENTER:100|RIGHT:100|RIGHT:60|LEFT:370|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Heartmate/Kisaragi%20the%20Bandit%20heart.jpg,nolink,128x267);|なし|HP:240&br;ATK:42&br;M.ATK:44&br;DEF:33&br;M.DEF:30&br;S.HIT:32&br;L.HIT:20&br;M.HIT:35&br;S.AVOID:20&br;L.AVOID:10&br;M.RST:21&br;CRITICAL:15&br;&br;&color(#000000){A.SPD:130};&br;&color(#000000){C.SPD:200};&br;&color(#000000){C.AVOID:5};&br;&color(#000000){RCV:120};&br;&color(#000000){M.RCV:1};&br;&color(#000000){S.RCV:0};|&color(#000009){+1250};&br;&color(#000001){+196};&br;&color(#a0a0a4){+0};&br;&color(#000003){+111};&br;&color(#000004){+54};&br;&color(#000005){+129};&br;&color(#000006){+48};&br;&color(#000007){+39};&br;&color(#000008){+84};&br;&color(#000009){+45};&br;&color(#000010){+28};&br;&color(#000011){+63};&br;&br;&color(#a0a0a0){+63};&br;&color(#a0a0a1){+0};&br;&color(#a0a0a2){+0};&br;&color(#a0a0a4){+0};&br;&color(#a0a0a4){+0};&br;&color(#a0a0a5){+0};|【説明】&br;ハートメイトの一種&br;キサラギの心の力が具現化したもの&br;[[台詞>PetSpeech/Kisaragi]]&br;&br;【ユニオン時】&br;系統：守護魔ハート系　攻撃タイプ：突き&br;MP90&br;SP90&br;DEF(%)12&br;MDEF(%)15&br;&br;【使用スキル】&br;ルミナリィノヴァ&br;グラヴィティフォ－ル&br;ブラックウィドウ&br;スタンブロウ&br;カウンター&br;マジックリベレイション&br;&br;【入手法】&br;ECOくじ「令月の盗賊」&br;&br;【備考】&br;「[[ キサラギ用盗賊ハート（紺）>http://www.econline.jp/md/kuji/log_februarythief.html#link03]]」で色が変わる。|

***ヤヨイのカンフーハート[#yayoikanhuHeart]
|CENTER:128|CENTER:100|RIGHT:100|RIGHT:60|LEFT:370|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Heartmate/yayoi_heart.jpg,nolink,127x238);|なし|HP:240&br;ATK:42&br;M.ATK:44&br;DEF:30&br;M.DEF:30&br;S.HIT:35&br;L.HIT:20&br;M.HIT:35&br;S.AVOID:25&br;L.AVOID:15&br;M.RST:20&br;CRITICAL:20&br;&br;A.SPD:130&br;C.SPD:200&br;C.AVOID:10&br;RCV:120&br;M.RCV:1&br;S.RCV:0|&color(#000000){+1150};&br;&color(#000001){+196};&br;&color(#000002){+129};&br;&color(#000003){+111};&br;&color(#000004){+54};&br;&color(#000005){+129};&br;&color(#000006){+48};&br;&color(#000007){+39};&br;&color(#000008){+84};&br;&color(#000009){+45};&br;&color(#000010){+28};&br;&color(#000011){+63};&br;&br;&color(#a0a0a0){+200};&br;&color(#a0a0a9){+0};&br;&color(#a0a0a0){+0};&br;&color(#000001){+120};&br;&color(#a0a0a2){+0};&br;&color(#a0a0a3){+0};|【説明】&br;ハートメイトの一種&br;ヤヨイの心の力が&br;具現化したもの&br;[[台詞>PetSpeech/Yayoi]]&br;&br;【ユニオン時】&br;系統：守護魔ハート系　攻撃タイプ：叩き&br;MP90&br;SP90&br;DEF(%)12&br;MDEF(%)12&br;&br;【使用スキル】&br;パリィ&br;カウンター&br;クリティカル&br;一閃&br;ヒーリング&br;スタンブロウ&br;&br;【入手法】&br;ECOくじ「花月の桃源郷」&br;&br;【備考】&br;「[[ ヤヨイ用カンフーハート（ドレス）>http://www.econline.jp/md/kuji/log_marcharcadia.html#link03]]」で服装が変わる。|

***ウヅキのチルドレンハート [#UzukiChildrenHeart]
|CENTER:128|CENTER:100|RIGHT:100|RIGHT:60|LEFT:370|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Heartmate/uzuki_heart.png,nolink,128x224);|なし|HP:350&br;ATK:40&br;M.ATK:45&br;DEF:30&br;M.DEF:35&br;S.HIT:28&br;L.HIT:30&br;M.HIT:35&br;S.AVOID:20&br;L.AVOID:10&br;M.RST:10&br;CRITICAL:25&br;&br;A.SPD:150&br;C.SPD:130&br;C.AVOID:4&br;RCV:120&br;M.RCV:1&br;S.RCV:0|+500&br;+129&br;+196&br;+111&br;+54&br;+100&br;+70&br;+50&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+200};&br;&color(#a0a0a1){+200};&br;&color(#a0a0a2){+0};&br;&color(#000000){+120};&br;&color(#a0a0a4){+0};&br;&color(#a0a0a5){+0};|【説明】&br;ハートメイトの一種&br;ウヅキの心の力が&br;具現化したもの&br;[[台詞>PetSpeech/Uduki]]&br;&br;【ユニオン時】&br;系統：守護魔ハート系　攻撃タイプ：叩き&br;MP90&br;SP90&br;DEF(%)20&br;MDEF(%)28&br;&br;【使用スキル】&br;旋風剣&br;せ～の！&br;みね打ち&br;カウンター&br;パリィ&br;応援&br;&br;【入手法】&br;ECOくじ「陰月の“契約者”」&br;&br;【備考】&br;「[[ ウヅキ用チルドレンハート（戦闘）>http://econline.gungho.jp/econetstore/2012/IngetsuNoKeiyakusya/#2]]」で服装が変わる。|

***サツキのフェアリーハート [#SatsukiFairyHeart]
|CENTER:128|CENTER:100|RIGHT:100|RIGHT:60|LEFT:370|c
